#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_069049304.1_lasso_peptide_biosynthesis_B2_protein_[Blastomonas_sp._RAC04]                               -            213 Lasso_Fused_RRE      RREFam003     72   3.7e-12   42.8   0.5   1   1   1.7e-12   7.1e-12   41.8   0.5     2    67     1    63     1    68 0.90 -
WP_423605442.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._MS122]                              -            213 Lasso_Fused_RRE      RREFam003     72     4e-12   42.6   0.0   1   1   2.9e-12   1.2e-11   41.1   0.0     2    65     1    62     1    68 0.90 -
WP_120217896.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp._EG6]                                -            214 Lasso_Fused_RRE      RREFam003     72   4.1e-12   42.6   0.3   1   1   2.7e-12   1.1e-11   41.2   0.3     9    53     9    53     6    73 0.86 -
WP_117351260.1_lasso_peptide_biosynthesis_B2_protein_[Blastomonas_fulva]                                   -            213 Lasso_Fused_RRE      RREFam003     72   4.7e-12   42.4   1.2   1   1     2e-12   8.4e-12   41.6   1.2     2    67     1    63     1    68 0.91 -
WP_296595492.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            215 Lasso_Fused_RRE      RREFam003     72   4.9e-12   42.4   0.3   1   1   2.9e-12   1.2e-11   41.1   0.3     2    71     1    70     1    71 0.86 -
WP_409020563.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_vesicularis]                           -            212 Lasso_Fused_RRE      RREFam003     72   5.2e-12   42.3   0.2   1   1   3.4e-12   1.4e-11   40.9   0.1     5    48     4    47     1    70 0.79 -
OJU10327.1_MAG_hypothetical_protein_BGN86_15535_[Caulobacterales_bacterium_68-7]                           -            214 Lasso_Fused_RRE      RREFam003     72   5.6e-12   42.2   0.0   1   1   3.1e-12   1.3e-11   41.0   0.0     6    67     5    64     1    67 0.86 -
MBU2588551.1_lasso_peptide_biosynthesis_B2_protein_[Alphaproteobacteria_bacterium]                         -            180 Lasso_Fused_RRE      RREFam003     72   6.4e-12   42.0   0.6   1   1   3.9e-12   1.6e-11   40.7   0.1     9    47     8    46     4    50 0.90 -
WP_253108852.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            214 Lasso_Fused_RRE      RREFam003     72   6.5e-12   42.0   0.0   1   1   3.8e-12   1.6e-11   40.7   0.0     6    64     4    61     1    67 0.87 -
WP_188515270.1_lasso_peptide_biosynthesis_B2_protein_[Blastomonas_aquatica]                                -            213 Lasso_Fused_RRE      RREFam003     72   6.6e-12   41.9   0.8   1   1   3.2e-12   1.3e-11   41.0   0.8     2    69     1    65     1    68 0.89 -
WP_313521943.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            213 Lasso_Fused_RRE      RREFam003     72   6.7e-12   41.9   0.3   1   1   5.8e-12   2.4e-11   40.1   0.0     3    67     1    64     1    69 0.77 -
MGE0742295.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            206 Lasso_Fused_RRE      RREFam003     72   7.8e-12   41.7   0.5   1   1   4.7e-12     2e-11   40.4   0.1     2    67     1    67     1    71 0.77 -
MBX9615926.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacteraceae_bacterium]                            -            214 Lasso_Fused_RRE      RREFam003     72     8e-12   41.7   0.1   1   1   5.5e-12   2.3e-11   40.2   0.0     3    67     1    64     1    66 0.85 -
WP_292180891.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            212 Lasso_Fused_RRE      RREFam003     72     9e-12   41.5   0.2   1   1   2.1e-12     9e-12   41.5   0.2     9    67     7    64     1    67 0.86 -
WP_029416643.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_bacteroides]                           -            205 Lasso_Fused_RRE      RREFam003     72   9.1e-12   41.5   0.1   1   2   5.2e-11   2.2e-10   37.1   0.0     3    70     1    67     1    69 0.79 -
WP_029416643.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_bacteroides]                           -            205 Lasso_Fused_RRE      RREFam003     72   9.1e-12   41.5   0.1   2   2       4.5        19    2.0   0.0     2    21   150   169   149   169 0.92 -
MBX9617179.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacteraceae_bacterium]                            -            207 Lasso_Fused_RRE      RREFam003     72   9.3e-12   41.5   0.0   1   1   5.3e-12   2.2e-11   40.3   0.0     3    69     1    66     1    68 0.85 -
WP_134581272.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas]                          -            207 Lasso_Fused_RRE      RREFam003     72     1e-11   41.3   0.0   1   1   6.1e-12   2.6e-11   40.1   0.0     3    70     1    67     1    68 0.86 -
WP_354087601.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_faecalis]                              -            207 Lasso_Fused_RRE      RREFam003     72     1e-11   41.3   0.0   1   1   5.3e-12   2.2e-11   40.3   0.0     2    69     1    62     1    65 0.87 -
WP_304277771.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_segnis]                                  -            214 Lasso_Fused_RRE      RREFam003     72   1.1e-11   41.2   0.0   1   1   6.6e-12   2.7e-11   40.0   0.0     2    67     1    64     1    69 0.85 -
WP_322538750.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sanguinis]                              -            206 Lasso_Fused_RRE      RREFam003     72   1.3e-11   41.0   0.1   1   1   1.1e-11   4.4e-11   39.3   0.0    10    69     2    62     1    65 0.85 -
WP_069319548.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas]                           -            214 Lasso_Fused_RRE      RREFam003     72   1.4e-11   40.9   0.0   1   1   8.8e-12   3.7e-11   39.5   0.0     3    65     2    65     1    72 0.80 -
WP_209322970.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._AJA228-03]                         -            212 Lasso_Fused_RRE      RREFam003     72   1.4e-11   40.9   0.0   1   1   8.5e-12   3.6e-11   39.6   0.0     5    71     4    69     1    70 0.78 -
WEA85824.1_sphingocin_lasso_peptide_maturation_protease_[Sphingomonas_sp.]                                 -            177 Lasso_Fused_RRE      RREFam003     72   1.5e-11   40.8   0.0   1   1   7.8e-12   3.3e-11   39.7   0.0     2    69    12    80    11    83 0.86 -
WP_312204681.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            212 Lasso_Fused_RRE      RREFam003     72   1.5e-11   40.8   0.1   1   1     1e-11   4.4e-11   39.3   0.1     6    71     7    71     4    72 0.91 -
WP_081059997.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Burkholderia]                           -            206 Lasso_Fused_RRE      RREFam003     72   1.5e-11   40.8   0.0   1   1   6.3e-12   2.7e-11   40.0   0.0     3    43     1    41     1    46 0.94 -
WP_231381819.1_lasso_peptide_biosynthesis_B2_protein_[Rhodanobacter_sp._OR87]                              -            211 Lasso_Fused_RRE      RREFam003     72   1.6e-11   40.7   0.6   1   1   8.9e-12   3.7e-11   39.5   0.2    19    70     1    50     1    51 0.92 -
MFN3668447.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                     -            211 Lasso_Fused_RRE      RREFam003     72   1.7e-11   40.7   0.3   1   1   1.7e-11   7.3e-11   38.6   0.0     2    65     1    60     1    66 0.76 -
WP_077145342.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Sphingomonadaceae]                      -            215 Lasso_Fused_RRE      RREFam003     72   1.7e-11   40.6   0.1   1   1   1.3e-11   5.4e-11   39.0   0.1    15    66     6    56     2    60 0.86 -
WP_137893516.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            213 Lasso_Fused_RRE      RREFam003     72   1.9e-11   40.5   0.3   1   1   1.1e-11   4.4e-11   39.3   0.3     2    67     1    63     1    68 0.85 -
WP_375441575.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Sphingomonas_sp.]                         -            209 Lasso_Fused_RRE      RREFam003     72   2.1e-11   40.3   1.4   1   1     5e-12   2.1e-11   40.3   1.4    16    67     2    54     1    58 0.83 -
WP_294055450.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp.]                                    -            213 Lasso_Fused_RRE      RREFam003     72   2.1e-11   40.3   0.0   1   1   1.2e-11   4.9e-11   39.2   0.0     2    70     1    65     1    67 0.85 -
WP_303543462.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_natans]                                 -            214 Lasso_Fused_RRE      RREFam003     72   2.2e-11   40.3   0.0   1   1   1.1e-11   4.8e-11   39.2   0.0     2    44     1    43     1    63 0.88 -
NWG54804.1_lasso_peptide_biosynthesis_B2_protein_[Hydrogenophilaceae_bacterium]                            -            214 Lasso_Fused_RRE      RREFam003     72   2.2e-11   40.3   0.0   1   1   1.2e-11   5.1e-11   39.1   0.0     1    66     1    63     1    65 0.92 -
WP_409648876.1_lasso_peptide_biosynthesis_B2_protein_[Asticcacaulis_sp.]                                   -            213 Lasso_Fused_RRE      RREFam003     72   2.5e-11   40.1   0.4   1   1   1.4e-11   5.7e-11   38.9   0.0     2    67     1    64     1    67 0.83 -
WP_293350610.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            211 Lasso_Fused_RRE      RREFam003     72   2.7e-11   40.0   0.4   1   1   4.1e-11   1.7e-10   37.4   0.2     7    49     8    49     6    68 0.78 -
WP_294251362.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Sphingomonas_sp.]                         -            215 Lasso_Fused_RRE      RREFam003     72   2.7e-11   40.0   0.1   1   1   1.4e-11   5.7e-11   38.9   0.1     6    65     5    62     1    69 0.84 -
WP_307512735.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_vesicularis]                           -            210 Lasso_Fused_RRE      RREFam003     72   2.8e-11   39.9   0.0   1   1   1.4e-11   5.8e-11   38.9   0.0     5    71     4    67     1    68 0.92 -
WP_303705215.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._LF-1]                              -            206 Lasso_Fused_RRE      RREFam003     72   3.8e-11   39.5   0.1   1   1   2.4e-11   9.9e-11   38.2   0.1     6    67     5    59     1    64 0.74 -
WP_109099877.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_endophyticus]                            -            215 Lasso_Fused_RRE      RREFam003     72   3.8e-11   39.5   2.0   1   1   2.3e-11   9.6e-11   38.2   0.1     2    67     1    64     1    67 0.89 -
WP_310531292.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp.]                                 -            201 Lasso_Fused_RRE      RREFam003     72     4e-11   39.4   0.3   1   1   2.1e-11   8.7e-11   38.4   0.3     7    47     5    44     1    55 0.88 -
WP_354289359.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._UYEF23]                             -            202 Lasso_Fused_RRE      RREFam003     72   4.1e-11   39.4   0.4   1   1   1.9e-11   8.1e-11   38.5   0.4    21    69     3    52     1    55 0.84 -
WP_400546128.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._NPDC090276]                        -            215 Lasso_Fused_RRE      RREFam003     72   4.2e-11   39.4   0.7   1   1   2.7e-11   1.1e-10   38.0   0.2     6    70     9    72     7    74 0.89 -
WP_121482777.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_naejangsanensis]                       -            212 Lasso_Fused_RRE      RREFam003     72   4.2e-11   39.4   0.0   1   1   2.1e-11   8.7e-11   38.4   0.0     5    65     4    63     1    69 0.83 -
WP_288757345.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Brevundimonas_sp.]                        -            213 Lasso_Fused_RRE      RREFam003     72   4.2e-11   39.4   0.8   1   1   1.8e-11   7.6e-11   38.5   0.0     4    69     2    66     1    69 0.75 -
WP_254295378.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_tagetis]                                -            214 Lasso_Fused_RRE      RREFam003     72   4.4e-11   39.3   0.0   1   1   2.3e-11   9.5e-11   38.2   0.0     3    67     2    67     1    70 0.90 -
MFO1016749.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            214 Lasso_Fused_RRE      RREFam003     72   4.5e-11   39.3   0.2   1   1   3.2e-11   1.3e-10   37.8   0.0     1    65     1    62     1    64 0.87 -
MBD3831738.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                     -            203 Lasso_Fused_RRE      RREFam003     72   4.5e-11   39.3   0.6   1   1   2.7e-11   1.1e-10   38.0   0.6     6    69     2    58     1    61 0.81 -
WP_292176472.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            207 Lasso_Fused_RRE      RREFam003     72   4.7e-11   39.2   0.0   1   1   3.2e-11   1.3e-10   37.7   0.0     3    69     1    66     1    68 0.81 -
WP_066725710.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_pituitosa]                              -            215 Lasso_Fused_RRE      RREFam003     72   4.8e-11   39.2   0.3   1   1   3.1e-11   1.3e-10   37.8   0.1     7    62     6    59     1    68 0.82 -
MGD9711856.1_lasso_peptide_biosynthesis_B2_protein_[Thermomicrobiales_bacterium]                           -            214 Lasso_Fused_RRE      RREFam003     72   4.8e-11   39.2   0.5   1   1   2.3e-11   9.4e-11   38.2   0.1     2    58     2    57     1    67 0.82 -
WP_171009869.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_subterraneum]                        -            205 Lasso_Fused_RRE      RREFam003     72     5e-11   39.1   0.0   1   1     3e-11   1.3e-10   37.8   0.0     9    52     8    51     6    59 0.89 -
WP_305618160.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp.]                                 -            213 Lasso_Fused_RRE      RREFam003     72   5.4e-11   39.0   0.1   1   1   3.4e-11   1.4e-10   37.7   0.0     8    47     6    45     1    61 0.87 -
WP_295325776.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Sphingopyxis_sp.]                         -            212 Lasso_Fused_RRE      RREFam003     72   5.5e-11   39.0   0.3   1   1   4.3e-11   1.8e-10   37.4   0.1    15    67     6    58     1    63 0.92 -
WP_327452846.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            210 Lasso_Fused_RRE      RREFam003     72   5.6e-11   39.0   0.0   1   1   3.9e-11   1.6e-10   37.5   0.0     3    66     3    63     1    69 0.85 -
WP_257842916.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingomonas]              -            215 Lasso_Fused_RRE      RREFam003     72   6.1e-11   38.9   0.7   1   1   3.2e-11   1.4e-10   37.7   0.1     6    67     2    60     1    65 0.78 -
WP_281126564.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._AR_OL41]                            -            213 Lasso_Fused_RRE      RREFam003     72   6.1e-11   38.8   0.0   1   1     3e-11   1.3e-10   37.8   0.0     8    68     2    62     1    65 0.95 -
WP_193828924.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._ES2-1]                           -            212 Lasso_Fused_RRE      RREFam003     72   6.4e-11   38.8   0.1   1   1   4.5e-11   1.9e-10   37.3   0.1     8    54     6    55     1    68 0.84 -
WP_109101259.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_endophyticus]                            -            215 Lasso_Fused_RRE      RREFam003     72   6.5e-11   38.8   0.1   1   1   3.9e-11   1.6e-10   37.5   0.1     4    66     2    62     1    67 0.88 -
WP_374276057.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            214 Lasso_Fused_RRE      RREFam003     72   6.6e-11   38.8   0.1   1   1   3.3e-11   1.4e-10   37.7   0.1     4    67    12    73    10    76 0.85 -
WP_122464970.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_lutea]                                 -            206 Lasso_Fused_RRE      RREFam003     72   6.8e-11   38.7   0.1   1   1   2.6e-11   1.1e-10   38.0   0.1     2    67     1    64     1    68 0.90 -
WP_061780816.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sanguinis]                              -            213 Lasso_Fused_RRE      RREFam003     72   6.9e-11   38.7   0.0   1   1   4.1e-11   1.7e-10   37.4   0.0     2    67     1    67     1    70 0.90 -
WP_292134334.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            212 Lasso_Fused_RRE      RREFam003     72     7e-11   38.7   0.3   1   1     3e-11   1.2e-10   37.9   0.3     6    71     5    69     1    70 0.76 -
HYD15108.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomicrobium_sp.]                                      -            213 Lasso_Fused_RRE      RREFam003     72   7.2e-11   38.6   0.3   1   1   4.8e-11     2e-10   37.2   0.2     5    53     4    52     1    68 0.75 -
WP_427305550.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Brevundimonas]             -            213 Lasso_Fused_RRE      RREFam003     72   7.6e-11   38.5   0.4   1   1   7.8e-11   3.3e-10   36.5   0.0     3    37     1    35     1    65 0.74 -
WP_354309056.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_trueperi]                               -            215 Lasso_Fused_RRE      RREFam003     72   7.9e-11   38.5   0.7   1   1   4.4e-11   1.9e-10   37.3   0.1     5    67     4    64     1    69 0.84 -
WP_268249530.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_glacialis]                              -            206 Lasso_Fused_RRE      RREFam003     72   8.6e-11   38.4   0.5   1   2   2.9e-10   1.2e-09   34.7   0.1    11    66     2    55     1    58 0.86 -
WP_268249530.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_glacialis]                              -            206 Lasso_Fused_RRE      RREFam003     72   8.6e-11   38.4   0.5   2   2         9        38    1.1   0.0    46    67   123   144   120   147 0.76 -
WP_424543610.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_granuli]                                -            208 Lasso_Fused_RRE      RREFam003     72   8.6e-11   38.4   0.1   1   1   5.5e-11   2.3e-10   37.0   0.1     4    67     4    64     1    68 0.88 -
HVI97497.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp.]                                        -            213 Lasso_Fused_RRE      RREFam003     72   8.6e-11   38.4   0.1   1   1   3.9e-11   1.7e-10   37.5   0.1    12    67     3    59     1    63 0.80 -
WP_209119344.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._A19_0]                             -            209 Lasso_Fused_RRE      RREFam003     72   8.7e-11   38.4   0.0   1   1   5.5e-11   2.3e-10   37.0   0.0     2    71     1    65     1    66 0.88 -
WP_299006407.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Caulobacter_sp.]                          -            215 Lasso_Fused_RRE      RREFam003     72   8.8e-11   38.3   0.4   1   1   1.1e-10   4.7e-10   36.0   0.2     2    67     1    64     1    66 0.85 -
WP_219506043.1_lasso_peptide_biosynthesis_B2_protein_[Roseobacter_insulae]                                 -            203 Lasso_Fused_RRE      RREFam003     72   8.8e-11   38.3   0.5   1   1   5.2e-11   2.2e-10   37.1   0.5     4    67     2    63     1    68 0.82 -
WP_334347656.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Caulobacter]               -            212 Lasso_Fused_RRE      RREFam003     72   1.2e-10   37.9   0.1   1   1   8.9e-11   3.7e-10   36.3   0.1     2    68     1    65     1    69 0.87 -
MFW2449245.1_lasso_peptide_biosynthesis_B2_protein_[Qipengyuania_pacifica]                                 -            208 Lasso_Fused_RRE      RREFam003     72   1.3e-10   37.8   0.0   1   1   9.1e-11   3.8e-10   36.3   0.0     8    42    10    44     9    57 0.90 -
WP_336978407.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_nasdae]                                -            204 Lasso_Fused_RRE      RREFam003     72   1.4e-10   37.7   0.1   1   1   8.3e-11   3.5e-10   36.4   0.1     6    70     1    62     1    64 0.82 -
WP_062342917.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._CCH12-A3]                        -            187 Lasso_Fused_RRE      RREFam003     72   1.4e-10   37.7   0.3   1   1   9.6e-11     4e-10   36.2   0.1     8    53     6    51     1    68 0.79 -
WP_168905530.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._ERW19]                           -            212 Lasso_Fused_RRE      RREFam003     72   1.5e-10   37.6   0.3   1   1   1.1e-10   4.5e-10   36.1   0.1     8    55     6    56     1    67 0.85 -
WP_300497580.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp.]                                    -            214 Lasso_Fused_RRE      RREFam003     72   1.6e-10   37.5   0.0   1   1   7.5e-11   3.1e-10   36.6   0.0     4    68     3    68     1    72 0.81 -
WP_185707084.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_yanoikuyae]                              -            212 Lasso_Fused_RRE      RREFam003     72   1.6e-10   37.5   0.0   1   1   6.8e-11   2.8e-10   36.7   0.0     7    53     3    47     1    65 0.79 -
WP_195908605.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._Gsoil_351]                       -            209 Lasso_Fused_RRE      RREFam003     72   1.6e-10   37.5   0.3   1   1     1e-10   4.3e-10   36.1   0.1    13    68     4    60     1    63 0.84 -
WP_013479713.1_lasso_peptide_biosynthesis_B2_protein_[Asticcacaulis_excentricus]                           -            209 Lasso_Fused_RRE      RREFam003     72   1.7e-10   37.4   0.0   1   1   1.6e-10   6.5e-10   35.6   0.0     3    48     1    46     1    63 0.86 -
WP_157683871.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            209 Lasso_Fused_RRE      RREFam003     72   1.7e-10   37.4   0.3   1   1   1.3e-10   5.5e-10   35.8   0.1     7    65     2    57     1    63 0.82 -
WP_310311248.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp._BE249]                              -            206 Lasso_Fused_RRE      RREFam003     72   1.7e-10   37.4   0.0   1   1   1.3e-10   5.5e-10   35.8   0.0     4    67     2    62     1    67 0.84 -
WP_105568033.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Brevundimonas]             -            212 Lasso_Fused_RRE      RREFam003     72   1.7e-10   37.4   0.0   1   1   1.1e-10   4.5e-10   36.1   0.0     5    39     4    38     1    65 0.84 -
WP_339589074.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_anseongense]                         -            212 Lasso_Fused_RRE      RREFam003     72   1.8e-10   37.3   0.1   1   1   1.4e-10   5.7e-10   35.7   0.0     4    68     1    62     1    66 0.89 -
WP_052505863.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._P6W]                             -            211 Lasso_Fused_RRE      RREFam003     72   1.8e-10   37.3   0.2   1   1   1.3e-10   5.3e-10   35.8   0.0     4    68     1    62     1    66 0.89 -
WP_381492678.1_lasso_peptide_biosynthesis_B2_protein_[Sphingosinicella_xenopeptidilytica]                  -            215 Lasso_Fused_RRE      RREFam003     72   1.9e-10   37.3   0.1   1   1   1.1e-10   4.5e-10   36.1   0.1     2    67     1    66     1    69 0.82 -
MFH1518739.1_lasso_peptide_biosynthesis_protein_[Pseudomonadota_bacterium]                                 -            214 Lasso_Fused_RRE      RREFam003     72   1.9e-10   37.3   0.2   1   1   9.6e-11     4e-10   36.2   0.2     4    67    16    83    15    87 0.87 -
WP_346531363.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            212 Lasso_Fused_RRE      RREFam003     72   2.1e-10   37.1   0.1   1   1   9.6e-11     4e-10   36.2   0.1     6    67     5    65     1    68 0.82 -
HAD84224.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                       -            212 Lasso_Fused_RRE      RREFam003     72   2.2e-10   37.1   0.0   1   1   8.9e-11   3.7e-10   36.3   0.0     4    44     3    43     1    65 0.86 -
WP_168048004.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_alba]                                  -            211 Lasso_Fused_RRE      RREFam003     72   2.2e-10   37.1   0.0   1   1   1.2e-10   5.1e-10   35.9   0.0     2    70     1    66     1    68 0.80 -
WP_158258103.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_lindanitolerans]                        -            213 Lasso_Fused_RRE      RREFam003     72   2.3e-10   37.0   0.3   1   1     2e-10   8.3e-10   35.2   0.1    13    67     4    57     1    61 0.85 -
WP_222828547.1_lasso_peptide_biosynthesis_B2_protein_[Qipengyuania_pacifica]                               -            205 Lasso_Fused_RRE      RREFam003     72   2.5e-10   36.9   0.0   1   1   1.2e-10   5.2e-10   35.9   0.0    12    46    11    45     7    54 0.88 -
WP_268169454.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._SL115]                           -            212 Lasso_Fused_RRE      RREFam003     72   2.9e-10   36.7   0.0   1   1   1.4e-10   5.9e-10   35.7   0.0     8    63     6    56     1    63 0.78 -
HEX8669622.1_lasso_peptide_biosynthesis_B2_protein_[Allosphingosinicella_sp.]                              -            212 Lasso_Fused_RRE      RREFam003     72     3e-10   36.6   0.3   1   1     2e-10   8.4e-10   35.2   0.0     3    58     1    54     1    62 0.79 -
WP_346504969.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_pondensis]                             -            215 Lasso_Fused_RRE      RREFam003     72     3e-10   36.6   2.2   1   2   4.4e-10   1.9e-09   34.1   0.2     6    64     9    66     6    74 0.88 -
WP_346504969.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_pondensis]                             -            215 Lasso_Fused_RRE      RREFam003     72     3e-10   36.6   2.2   2   2       8.6        36    1.1   0.1    31    67    92   126    84   131 0.82 -
WP_406875808.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._179-A_2A2_NHS]                      -            213 Lasso_Fused_RRE      RREFam003     72     3e-10   36.6   0.2   1   1   3.7e-10   1.6e-09   34.3   0.0     3    63     2    59     1    66 0.80 -
WP_084514978.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_lactosutens]                             -            214 Lasso_Fused_RRE      RREFam003     72   3.1e-10   36.6   0.0   1   1   1.7e-10   7.1e-10   35.4   0.0    10    44    10    44     8    66 0.82 -
WP_431563779.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            207 Lasso_Fused_RRE      RREFam003     72   3.3e-10   36.5   0.1   1   1   1.8e-10   7.7e-10   35.3   0.1     2    67     1    60     1    65 0.73 -
WP_043975927.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._P6W]                             -            211 Lasso_Fused_RRE      RREFam003     72   3.6e-10   36.4   0.1   1   1   2.2e-10   9.1e-10   35.1   0.1     6    40     2    36     1    51 0.90 -
WP_160752621.1_lasso_peptide_biosynthesis_B2_protein_[Qipengyuania_algicida]                               -            200 Lasso_Fused_RRE      RREFam003     72   3.9e-10   36.3   0.6   1   1   2.2e-10     9e-10   35.1   0.1     6    48     1    43     1    53 0.87 -
WP_029911569.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp._UNC358MFTsu5.1]                      -            212 Lasso_Fused_RRE      RREFam003     72   4.3e-10   36.1   0.2   1   2     1e-10   4.3e-10   36.1   0.2     5    37     2    34     1    37 0.90 -
WP_029911569.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp._UNC358MFTsu5.1]                      -            212 Lasso_Fused_RRE      RREFam003     72   4.3e-10   36.1   0.2   2   2         6        25    1.6   0.1    31    51    46    66    45    79 0.85 -
